GAME_ID,GAME_DATE,HOME_TEAM,AWAY_TEAM,HOME_SCORE,AWAY_SCORE
0022300873,2024-03-03,MIN,LAC,88.0,89.0
0022300874,2024-03-03,ORL,DET,113.0,91.0
0022300875,2024-03-03,TOR,CHA,111.0,106.0
0022300876,2024-03-03,CLE,NYK,98.0,107.0
0022300877,2024-03-03,SAS,IND,117.0,105.0
0022300878,2024-03-03,PHX,OKC,110.0,118.0
0022300879,2024-03-04,BKN,MEM,102.0,106.0
0022300880,2024-03-04,MIL,LAC,113.0,106.0
0022300881,2024-03-04,MIN,POR,119.0,114.0
0022300882,2024-03-04,UTA,WAS,127.0,115.0
0022300883,2024-03-04,SAC,CHI,109.0,113.0
0022300884,2024-03-04,LAL,OKC,116.0,104.0
0022300885,2024-03-05,CHA,ORL,89.0,101.0
0022300886,2024-03-05,CLE,BOS,105.0,104.0
0022300887,2024-03-05,BKN,PHI,112.0,107.0
0022300888,2024-03-05,MIA,DET,118.0,110.0
0022300889,2024-03-05,NYK,ATL,100.0,116.0
0022300890,2024-03-05,TOR,NOP,98.0,139.0
0022300891,2024-03-05,HOU,SAS,114.0,101.0
0022300892,2024-03-05,DAL,IND,120.0,137.0
0022300893,2024-03-05,DEN,PHX,107.0,117.0
0022300894,2024-03-06,WAS,ORL,109.0,119.0
0022300895,2024-03-06,ATL,CLE,112.0,101.0
0022300896,2024-03-06,PHI,MEM,109.0,115.0
0022300897,2024-03-06,HOU,LAC,116.0,122.0
0022300898,2024-03-06,UTA,CHI,117.0,119.0
0022300899,2024-03-06,GSW,MIL,125.0,90.0
0022300900,2024-03-06,POR,OKC,120.0,128.0
0022300901,2024-03-06,LAL,SAC,120.0,130.0
0022300902,2024-03-07,DET,BKN,118.0,112.0
0022300903,2024-03-07,IND,MIN,111.0,113.0
0022300904,2024-03-07,DAL,MIA,114.0,108.0
0022300905,2024-03-07,PHX,TOR,120.0,113.0
0022300906,2024-03-07,DEN,BOS,115.0,109.0
0022300907,2024-03-07,GSW,CHI,122.0,125.0
0022300908,2024-03-07,SAC,SAS,131.0,129.0
0022300909,2024-03-08,PHI,NOP,95.0,103.0
0022300910,2024-03-08,WAS,CHA,112.0,100.0
0022300911,2024-03-08,CLE,MIN,113.0,104.0
0022300912,2024-03-08,NYK,ORL,98.0,74.0
0022300913,2024-03-08,MEM,ATL,92.0,99.0
0022300914,2024-03-08,OKC,MIA,107.0,100.0
0022300915,2024-03-08,LAL,MIL,123.0,122.0
0022300916,2024-03-08,POR,HOU,107.0,123.0
0022300917,2024-03-09,LAC,CHI,112.0,102.0
0022300918,2024-03-09,CHA,BKN,110.0,99.0
0022300919,2024-03-09,DET,DAL,124.0,142.0
0022300920,2024-03-09,PHX,BOS,107.0,117.0
0022300921,2024-03-09,GSW,SAS,113.0,126.0
0022300922,2024-03-09,DEN,UTA,142.0,121.0
0022300923,2024-03-09,POR,TOR,128.0,118.0
0022300924,2024-03-10,LAC,MIL,117.0,124.0
0022300925,2024-03-10,ATL,NOP,103.0,116.0
0022300926,2024-03-10,MIA,WAS,108.0,110.0
0022300927,2024-03-10,NYK,PHI,73.0,79.0
0022300928,2024-03-10,ORL,IND,97.0,111.0
0022300929,2024-03-10,SAC,HOU,104.0,112.0
0022300930,2024-03-10,CLE,BKN,101.0,120.0
0022300931,2024-03-10,OKC,MEM,124.0,93.0
0022300932,2024-03-10,LAL,MIN,120.0,109.0
0022300933,2024-03-11,DET,CHA,114.0,97.0
0022300934,2024-03-11,CLE,PHX,111.0,117.0
0022300935,2024-03-11,CHI,DAL,92.0,127.0
0022300936,2024-03-11,SAS,GSW,102.0,112.0
0022300937,2024-03-11,DEN,TOR,125.0,119.0
0022300938,2024-03-11,POR,BOS,99.0,121.0
0022300939,2024-03-12,NYK,PHI,106.0,79.0
0022300940,2024-03-12,MEM,WAS,109.0,97.0
0022300941,2024-03-12,OKC,IND,111.0,121.0
0022300942,2024-03-12,SAS,HOU,101.0,103.0
0022300943,2024-03-12,UTA,BOS,107.0,123.0
0022300944,2024-03-12,LAC,MIN,100.0,118.0
0022300945,2024-03-12,SAC,MIL,129.0,94.0
0022300946,2024-03-13,DET,TOR,113.0,104.0
0022300947,2024-03-13,ORL,BKN,114.0,106.0
0022300948,2024-03-13,IND,CHI,129.0,132.0
0022300949,2024-03-13,MIA,DEN,88.0,100.0
0022300950,2024-03-13,MEM,CHA,98.0,110.0
0022300951,2024-03-13,NOP,CLE,95.0,116.0
0022300952,2024-03-13,DAL,GSW,109.0,99.0
0022300953,2024-03-13,POR,ATL,106.0,102.0
0022300954,2024-03-13,SAC,LAL,120.0,107.0
0022300955,2024-03-14,BOS,PHX,127.0,112.0
0022300956,2024-03-14,CHI,LAC,111.0,126.0
0022300957,2024-03-14,HOU,WAS,135.0,119.0
0022300958,2024-03-14,MIL,PHI,114.0,105.0
0022300959,2024-03-14,OKC,DAL,126.0,119.0
0022300960,2024-03-14,POR,NYK,93.0,105.0
0022300961,2024-03-15,CHA,PHX,96.0,107.0
0022300962,2024-03-15,DET,MIA,95.0,108.0
0022300963,2024-03-15,TOR,ORL,103.0,113.0
0022300964,2024-03-15,NOP,LAC,112.0,104.0
0022300965,2024-03-15,SAS,DEN,106.0,117.0
0022300966,2024-03-15,UTA,ATL,124.0,122.0
0022300967,2024-03-16,HOU,CLE,117.0,103.0
0022300968,2024-03-16,IND,BKN,121.0,100.0
0022300969,2024-03-16,PHI,CHA,109.0,98.0
0022300970,2024-03-16,NOP,POR,126.0,107.0
0022300971,2024-03-16,CHI,WAS,127.0,98.0
0022300972,2024-03-16,MEM,OKC,112.0,118.0
0022300973,2024-03-16,LAL,GSW,121.0,128.0
0022300974,2024-03-16,UTA,MIN,100.0,119.0
0022300975,2024-03-16,SAC,NYK,91.0,98.0
0022300976,2024-03-17,MIL,PHX,140.0,129.0
0022300977,2024-03-17,DET,MIA,101.0,104.0
0022300978,2024-03-17,DAL,DEN,107.0,105.0
0022300979,2024-03-17,ORL,TOR,111.0,96.0
0022300980,2024-03-17,WAS,BOS,104.0,130.0
0022300981,2024-03-17,SAS,BKN,122.0,115.0
0022300982,2024-03-17,LAC,ATL,93.0,110.0
0022300983,2024-03-18,IND,CLE,103.0,108.0
0022300984,2024-03-18,BOS,DET,119.0,94.0
0022300985,2024-03-18,PHI,MIA,98.0,91.0
0022300986,2024-03-18,CHI,POR,110.0,107.0
0022300987,2024-03-18,UTA,MIN,104.0,114.0
0022300988,2024-03-18,GSW,NYK,112.0,119.0
0022300989,2024-03-18,SAC,MEM,121.0,111.0
0022300990,2024-03-18,LAL,ATL,136.0,105.0
0022300991,2024-03-19,ORL,CHA,112.0,92.0
0022300992,2024-03-19,WAS,HOU,114.0,137.0
0022300993,2024-03-19,BKN,NOP,91.0,104.0
0022300994,2024-03-19,SAS,DAL,107.0,113.0
0022300995,2024-03-19,MIN,DEN,112.0,115.0
0022300996,2024-03-20,CLE,MIA,104.0,107.0
0022300997,2024-03-20,DET,IND,103.0,122.0
0022300998,2024-03-20,BOS,MIL,122.0,119.0
0022300999,2024-03-20,TOR,SAC,89.0,123.0
0022301000,2024-03-20,OKC,UTA,119.0,107.0
0022301001,2024-03-20,GSW,MEM,137.0,116.0
0022301002,2024-03-20,PHX,PHI,115.0,102.0
0022301003,2024-03-20,POR,LAC,103.0,116.0
0022301004,2024-03-21,ORL,NOP,121.0,106.0
0022301005,2024-03-21,WAS,SAC,109.0,102.0
0022301006,2024-03-21,HOU,CHI,127.0,117.0
0022301007,2024-03-21,MIL,BKN,115.0,108.0
0022301008,2024-03-21,DAL,UTA,113.0,97.0
0022301009,2024-03-21,DEN,NYK,113.0,100.0
0022301010,2024-03-21,PHX,ATL,128.0,115.0
0022301011,2024-03-22,DET,BOS,102.0,129.0
0022301012,2024-03-22,TOR,OKC,103.0,123.0
0022301013,2024-03-22,MIA,NOP,88.0,111.0
0022301014,2024-03-22,MIN,CLE,104.0,91.0
0022301015,2024-03-22,SAS,MEM,97.0,99.0
0022301016,2024-03-22,GSW,IND,111.0,123.0
0022301017,2024-03-22,POR,LAC,117.0,125.0
0022301018,2024-03-22,LAL,PHI,101.0,94.0
0022301019,2024-03-23,NYK,BKN,105.0,93.0
0022301020,2024-03-23,ORL,SAC,107.0,109.0
0022301021,2024-03-23,ATL,CHA,132.0,91.0
0022301022,2024-03-23,WAS,TOR,112.0,109.0
0022301023,2024-03-23,CHI,BOS,113.0,124.0
0022301024,2024-03-23,HOU,UTA,147.0,119.0
0022301025,2024-03-23,SAS,PHX,106.0,131.0
0022301026,2024-03-23,POR,DEN,111.0,114.0
0022301027,2024-03-24,DET,NOP,101.0,114.0
0022301028,2024-03-24,LAC,PHI,107.0,121.0
0022301029,2024-03-24,MIA,CLE,121.0,84.0
0022301030,2024-03-24,MIL,OKC,118.0,93.0
0022301031,2024-03-24,MIN,GSW,114.0,110.0
0022301032,2024-03-24,LAL,IND,150.0,145.0
0022301033,2024-03-25,CLE,CHA,115.0,92.0
0022301034,2024-03-25,ATL,BOS,120.0,118.0
0022301035,2024-03-25,NYK,DET,124.0,99.0
0022301036,2024-03-25,TOR,BKN,88.0,96.0
0022301037,2024-03-25,CHI,WAS,105.0,107.0
0022301038,2024-03-25,HOU,POR,110.0,92.0
0022301039,2024-03-25,SAS,PHX,104.0,102.0
0022301040,2024-03-25,DEN,MEM,128.0,103.0
0022301041,2024-03-25,UTA,DAL,105.0,115.0
0022301042,2024-03-25,SAC,PHI,108.0,96.0
0022301043,2024-03-25,LAC,IND,116.0,133.0
0022301044,2024-03-26,MIA,GSW,92.0,113.0
0022301045,2024-03-26,MIL,LAL,124.0,128.0
0022301046,2024-03-26,NOP,OKC,112.0,119.0
0022301047,2024-03-26,SAC,DAL,96.0,132.0
0022301048,2024-03-27,CHA,CLE,118.0,111.0
0022301049,2024-03-27,ORL,GSW,93.0,101.0
0022301050,2024-03-27,WAS,BKN,119.0,122.0
0022301051,2024-03-27,ATL,POR,120.0,106.0
0022301052,2024-03-27,PHI,LAC,107.0,108.0
0022301053,2024-03-27,TOR,NYK,101.0,145.0
0022301054,2024-03-27,CHI,IND,125.0,99.0
0022301055,2024-03-27,MEM,LAL,124.0,136.0
0022301056,2024-03-27,MIN,DET,106.0,91.0
0022301057,2024-03-27,OKC,HOU,126.0,132.0
0022301058,2024-03-27,UTA,SAS,111.0,118.0
0022301059,2024-03-27,DEN,PHX,97.0,104.0
0022301060,2024-03-28,ATL,BOS,123.0,122.0
0022301061,2024-03-28,NOP,MIL,107.0,100.0
0022301062,2024-03-29,CHA,GSW,97.0,115.0
0022301063,2024-03-29,IND,LAL,109.0,90.0
0022301064,2024-03-29,ORL,LAC,97.0,100.0
0022301065,2024-03-29,WAS,DET,87.0,96.0
0022301066,2024-03-29,BKN,CHI,125.0,108.0
0022301067,2024-03-29,CLE,PHI,117.0,114.0
0022301068,2024-03-29,MIA,POR,142.0,82.0
0022301069,2024-03-29,OKC,PHX,128.0,103.0
0022301070,2024-03-29,SAS,NYK,130.0,126.0
0022301071,2024-03-29,DEN,MIN,98.0,111.0
0022301072,2024-03-29,UTA,HOU,100.0,101.0
0022301073,2024-03-29,SAC,DAL,103.0,107.0
0022301074,2024-03-30,NOP,BOS,92.0,104.0
0022301075,2024-03-30,ORL,MEM,118.0,88.0
0022301076,2024-03-30,ATL,MIL,113.0,122.0
0022301077,2024-03-31,DEN,CLE,130.0,101.0
0022301078,2024-03-31,BKN,LAL,104.0,116.0
0022301079,2024-03-31,CHA,LAC,118.0,130.0
0022301080,2024-03-31,TOR,PHI,120.0,135.0
0022301081,2024-03-31,WAS,MIA,107.0,119.0
0022301082,2024-03-31,NYK,OKC,112.0,113.0
0022301083,2024-03-31,HOU,DAL,107.0,125.0
0022301084,2024-03-31,MIN,CHI,101.0,109.0
0022301085,2024-03-31,SAS,GSW,113.0,117.0
0022301086,2024-03-31,SAC,UTA,127.0,106.0
0022301087,2024-04-01,CHA,BOS,104.0,118.0
0022301088,2024-04-01,DET,MEM,108.0,110.0
0022301089,2024-04-01,IND,BKN,133.0,111.0
0022301090,2024-04-01,ORL,POR,104.0,103.0
0022301091,2024-04-01,CHI,ATL,101.0,113.0
0022301092,2024-04-01,NOP,PHX,111.0,124.0
0022301093,2024-04-02,PHI,OKC,109.0,105.0
0022301094,2024-04-02,TOR,LAL,111.0,128.0
0022301095,2024-04-02,WAS,MIL,117.0,113.0
0022301096,2024-04-02,MIA,NYK,109.0,99.0
0022301097,2024-04-05,DAL,GSW,108.0,106.0
0022301098,2024-04-02,MIN,HOU,113.0,106.0
0022301099,2024-04-02,DEN,SAS,110.0,105.0
0022301100,2024-04-02,UTA,CLE,113.0,129.0
0022301101,2024-04-02,SAC,LAC,109.0,95.0
0022301102,2024-04-03,CHA,POR,86.0,89.0
0022301103,2024-04-03,WAS,LAL,120.0,125.0
0022301104,2024-04-03,ATL,DET,121.0,113.0
0022301105,2024-04-03,BOS,OKC,135.0,100.0
0022301106,2024-04-03,BKN,IND,115.0,111.0
0022301107,2024-04-03,MIL,MEM,101.0,111.0
0022301108,2024-04-03,MIN,TOR,133.0,85.0
0022301109,2024-04-03,NOP,ORL,108.0,117.0
0022301110,2024-04-03,PHX,CLE,122.0,101.0
0022301111,2024-04-04,MIA,PHI,105.0,109.0
0022301112,2024-04-04,NYK,SAC,120.0,109.0
0022301113,2024-04-04,HOU,GSW,110.0,133.0
0022301114,2024-04-04,LAC,DEN,102.0,100.0
0022301115,2024-04-05,CHA,ORL,124.0,115.0
0022301116,2024-04-05,IND,OKC,126.0,112.0
0022301117,2024-04-05,WAS,POR,102.0,108.0
0022301118,2024-04-05,BOS,SAC,101.0,100.0
0022301119,2024-04-05,CHI,NYK,108.0,100.0
0022301120,2024-04-05,HOU,MIA,104.0,119.0
0022301121,2024-04-05,MEM,DET,108.0,90.0
0022301122,2024-04-05,MIL,TOR,111.0,117.0
0022301123,2024-04-05,NOP,SAS,109.0,111.0
0022301124,2024-04-04,DAL,ATL,109.0,95.0
0022301125,2024-04-05,PHX,MIN,97.0,87.0
0022301126,2024-04-05,LAC,UTA,131.0,102.0
0022301127,2024-04-06,LAL,CLE,116.0,97.0
0022301128,2024-04-06,BKN,DET,113.0,103.0
0022301129,2024-04-06,MEM,PHI,96.0,116.0
0022301130,2024-04-06,DEN,ATL,142.0,110.0
0022301131,2024-04-07,DAL,HOU,147.0,136.0
0022301132,2024-04-07,LAC,CLE,120.0,118.0
0022301133,2024-04-07,IND,MIA,117.0,115.0
0022301134,2024-04-07,BOS,POR,124.0,107.0
0022301135,2024-04-07,CHA,OKC,118.0,121.0
0022301136,2024-04-07,ORL,CHI,113.0,98.0
0022301137,2024-04-07,TOR,WAS,130.0,122.0
0022301138,2024-04-07,PHX,NOP,105.0,113.0
0022301139,2024-04-07,MIL,NYK,109.0,122.0
0022301140,2024-04-07,SAS,PHI,126.0,133.0
0022301141,2024-04-07,BKN,SAC,77.0,107.0
0022301142,2024-04-07,GSW,UTA,118.0,110.0
0022301143,2024-04-07,LAL,MIN,117.0,127.0
0022301144,2024-04-09,CHA,DAL,104.0,130.0
0022301145,2024-04-09,PHI,DET,120.0,102.0
0022301146,2024-04-09,TOR,IND,123.0,140.0
0022301147,2024-04-09,ATL,MIA,111.0,117.0
0022301148,2024-04-09,MIL,BOS,104.0,91.0
0022301149,2024-04-09,CHI,NYK,117.0,128.0
0022301150,2024-04-09,HOU,ORL,118.0,106.0
0022301151,2024-04-09,MEM,SAS,87.0,102.0
0022301152,2024-04-09,MIN,WAS,130.0,121.0
0022301153,2024-04-09,OKC,SAC,112.0,105.0
0022301154,2024-04-09,UTA,DEN,95.0,111.0
0022301155,2024-04-09,LAL,GSW,120.0,134.0
0022301156,2024-04-09,PHX,LAC,92.0,105.0
0022301157,2024-04-09,POR,NOP,100.0,110.0
0022301158,2024-04-10,CLE,MEM,110.0,98.0
0022301159,2024-04-10,ATL,CHA,114.0,115.0
0022301160,2024-04-10,BKN,TOR,106.0,102.0
0022301161,2024-04-10,MIA,DAL,92.0,111.0
0022301162,2024-04-10,MIL,ORL,117.0,99.0
0022301163,2024-04-10,OKC,SAS,127.0,89.0
0022301164,2024-04-10,DEN,MIN,116.0,107.0
0022301165,2024-04-10,LAC,PHX,108.0,124.0
0022301166,2024-04-11,DET,CHI,105.0,127.0
0022301167,2024-04-11,BOS,NYK,109.0,118.0
0022301168,2024-04-11,UTA,HOU,124.0,121.0
0022301169,2024-04-11,POR,GSW,92.0,100.0
0022301170,2024-04-11,SAC,NOP,123.0,135.0
0022301171,2024-04-12,PHI,ORL,125.0,113.0
0022301172,2024-04-12,WAS,CHI,127.0,129.0
0022301173,2024-04-12,BOS,CHA,131.0,98.0
0022301174,2024-04-12,CLE,IND,129.0,120.0
0022301175,2024-04-12,NYK,BKN,111.0,107.0
0022301176,2024-04-12,MIA,TOR,125.0,103.0
0022301177,2024-04-12,MEM,LAL,120.0,123.0
0022301178,2024-04-12,MIN,ATL,109.0,106.0
0022301179,2024-04-12,OKC,MIL,125.0,107.0
0022301180,2024-04-12,SAS,DEN,121.0,120.0
0022301181,2024-04-12,DAL,DET,89.0,107.0
0022301182,2024-04-12,GSW,NOP,109.0,114.0
0022301183,2024-04-12,POR,HOU,107.0,116.0
0022301184,2024-04-12,LAC,UTA,109.0,110.0
0022301185,2024-04-12,SAC,PHX,107.0,108.0
0022301186,2024-04-14,BOS,WAS,132.0,122.0
0022301187,2024-04-14,CLE,CHA,110.0,120.0
0022301188,2024-04-14,IND,ATL,157.0,115.0
0022301189,2024-04-14,MIA,TOR,118.0,103.0
0022301190,2024-04-14,NYK,CHI,120.0,119.0
0022301191,2024-04-14,ORL,MIL,113.0,88.0
0022301192,2024-04-14,PHI,BKN,107.0,86.0
0022301193,2024-04-14,MEM,DEN,111.0,126.0
0022301194,2024-04-14,MIN,PHX,106.0,125.0
0022301195,2024-04-14,NOP,LAL,108.0,124.0
0022301196,2024-04-14,OKC,DAL,135.0,86.0
0022301197,2024-04-14,SAS,DET,123.0,95.0
0022301198,2024-04-14,GSW,UTA,123.0,116.0
0022301199,2024-04-14,LAC,HOU,105.0,116.0
0022301200,2024-04-14,SAC,POR,121.0,82.0
0022301201,2023-12-05,MIL,NYK,146.0,122.0
0022301202,2023-12-04,IND,BOS,122.0,112.0
0022301203,2023-12-05,LAL,PHX,106.0,103.0
0022301204,2023-12-04,SAC,NOP,117.0,127.0
0022301205,2023-12-06,CLE,ORL,121.0,111.0
0022301206,2023-12-06,DET,MEM,102.0,116.0
0022301207,2023-12-06,TOR,MIA,103.0,112.0
0022301208,2023-12-06,WAS,PHI,126.0,131.0
0022301209,2023-12-06,ATL,BKN,113.0,114.0
0022301210,2023-12-06,MIN,SAS,102.0,94.0
0022301211,2023-12-06,CHI,CHA,111.0,100.0
0022301212,2023-12-06,HOU,OKC,110.0,101.0
0022301213,2023-12-06,DAL,UTA,147.0,97.0
0022301214,2023-12-06,GSW,POR,110.0,106.0
0022301215,2023-12-06,LAC,DEN,111.0,102.0
0022301216,2023-12-08,CHA,TOR,119.0,116.0
0022301217,2023-12-08,ORL,DET,123.0,91.0
0022301218,2023-12-08,PHI,ATL,125.0,114.0
0022301219,2023-12-08,BKN,WAS,124.0,97.0
0022301220,2023-12-08,MIA,CLE,99.0,111.0
0022301221,2023-12-08,MEM,MIN,103.0,127.0
0022301222,2023-12-08,OKC,GSW,138.0,136.0
0022301223,2023-12-08,SAS,CHI,112.0,121.0
0022301224,2023-12-08,DEN,HOU,106.0,114.0
0022301225,2023-12-08,UTA,LAC,103.0,117.0
0022301226,2023-12-08,POR,DAL,112.0,125.0
0022301227,2023-12-08,BOS,NYK,133.0,123.0
0022301228,2023-12-08,PHX,SAC,106.0,114.0
0022301229,2023-12-07,MIL,IND,119.0,128.0
0022301230,2023-12-07,LAL,NOP,133.0,89.0
0042300101,2024-04-21,BOS,MIA,114.0,94.0
0042300102,2024-04-24,BOS,MIA,101.0,111.0
0042300103,2024-04-27,MIA,BOS,84.0,104.0
0042300104,2024-04-29,MIA,BOS,88.0,102.0
0042300105,2024-05-01,BOS,MIA,118.0,84.0
0042300111,2024-04-20,NYK,PHI,111.0,104.0
0042300112,2024-04-22,NYK,PHI,104.0,101.0
0042300113,2024-04-25,PHI,NYK,125.0,114.0
0042300114,2024-04-28,PHI,NYK,92.0,97.0
0042300115,2024-04-30,NYK,PHI,106.0,112.0
0042300116,2024-05-02,PHI,NYK,115.0,118.0
0042300121,2024-04-21,MIL,IND,109.0,94.0
0042300122,2024-04-23,MIL,IND,108.0,125.0
0042300123,2024-04-26,IND,MIL,121.0,118.0
0042300124,2024-04-28,IND,MIL,126.0,113.0
0042300125,2024-04-30,MIL,IND,115.0,92.0
0042300126,2024-05-02,IND,MIL,120.0,98.0
0042300131,2024-04-20,CLE,ORL,97.0,83.0
0042300132,2024-04-22,CLE,ORL,96.0,86.0
0042300133,2024-04-25,ORL,CLE,121.0,83.0
0042300134,2024-04-27,ORL,CLE,112.0,89.0
0042300135,2024-04-30,CLE,ORL,104.0,103.0
0042300136,2024-05-03,ORL,CLE,103.0,96.0
0042300137,2024-05-05,CLE,ORL,106.0,94.0
0042300141,2024-04-21,OKC,NOP,94.0,92.0
0042300142,2024-04-24,OKC,NOP,124.0,92.0
0042300143,2024-04-27,NOP,OKC,85.0,106.0
0042300144,2024-04-29,NOP,OKC,89.0,97.0
0042300151,2024-04-20,DEN,LAL,114.0,103.0
0042300152,2024-04-22,DEN,LAL,101.0,99.0
0042300153,2024-04-25,LAL,DEN,105.0,112.0
0042300154,2024-04-27,LAL,DEN,119.0,108.0
0042300155,2024-04-29,DEN,LAL,108.0,106.0
0042300161,2024-04-20,MIN,PHX,120.0,95.0
0042300162,2024-04-23,MIN,PHX,105.0,93.0
0042300163,2024-04-26,PHX,MIN,109.0,126.0
0042300164,2024-04-28,PHX,MIN,116.0,122.0
0042300171,2024-04-21,LAC,DAL,109.0,97.0
0042300172,2024-04-23,LAC,DAL,93.0,96.0
0042300173,2024-04-26,DAL,LAC,101.0,90.0
0042300174,2024-04-28,DAL,LAC,111.0,116.0
0042300175,2024-05-01,LAC,DAL,93.0,123.0
0042300176,2024-05-03,DAL,LAC,114.0,101.0
0042300201,2024-05-07,BOS,CLE,120.0,95.0
0042300202,2024-05-09,BOS,CLE,94.0,118.0
0042300203,2024-05-11,CLE,BOS,93.0,106.0
0042300204,2024-05-13,CLE,BOS,102.0,109.0
0042300205,2024-05-15,BOS,CLE,113.0,98.0
0042300211,2024-05-06,NYK,IND,121.0,117.0
0042300212,2024-05-08,NYK,IND,130.0,121.0
0042300213,2024-05-10,IND,NYK,111.0,106.0
0042300214,2024-05-12,IND,NYK,121.0,89.0
0042300215,2024-05-14,NYK,IND,121.0,91.0
0042300216,2024-05-17,IND,NYK,116.0,103.0
0042300217,2024-05-19,NYK,IND,109.0,130.0
0042300221,2024-05-07,OKC,DAL,117.0,95.0
0042300222,2024-05-09,OKC,DAL,110.0,119.0
0042300223,2024-05-11,DAL,OKC,105.0,101.0
0042300224,2024-05-13,DAL,OKC,96.0,100.0
0042300225,2024-05-15,OKC,DAL,92.0,104.0
0042300226,2024-05-18,DAL,OKC,117.0,116.0
0042300231,2024-05-04,DEN,MIN,99.0,106.0
0042300232,2024-05-06,DEN,MIN,80.0,106.0
0042300233,2024-05-10,MIN,DEN,90.0,117.0
0042300234,2024-05-12,MIN,DEN,107.0,115.0
0042300235,2024-05-14,DEN,MIN,112.0,97.0
0042300236,2024-05-16,MIN,DEN,115.0,70.0
0042300237,2024-05-19,DEN,MIN,90.0,98.0
0042300301,2024-05-21,BOS,IND,133.0,128.0
0042300302,2024-05-23,BOS,IND,126.0,110.0
0042300303,2024-05-25,IND,BOS,111.0,114.0
0042300304,2024-05-27,IND,BOS,102.0,105.0
0042300311,2024-05-22,MIN,DAL,105.0,108.0
0042300312,2024-05-24,MIN,DAL,108.0,109.0
0042300313,2024-05-26,DAL,MIN,116.0,107.0
0042300314,2024-05-28,DAL,MIN,100.0,105.0
0042300315,2024-05-30,MIN,DAL,103.0,124.0
0042300401,2024-06-06,BOS,DAL,107.0,89.0
0042300402,2024-06-09,BOS,DAL,105.0,98.0
0042300403,2024-06-12,DAL,BOS,99.0,106.0
0042300404,2024-06-14,DAL,BOS,122.0,84.0
0042300405,2024-06-17,BOS,DAL,106.0,88.0
